rank,waku,umaban,horse_name,horse_id,sex_age,kinryo,jockey,jockey_id,time,diff,passing,last_3f,odds,popularity,horse_weight,trainer,trainer_id,race_id,date,place,surface,distance,track_condition
6,8,12,アースブレイブ,2017106236,セ7,57.0,土田真翔,1198,3:27.2,3,5-4-4-3,13.8,15.1,3.0,464(0),[東]宗像義忠,420,202405030601,2024-06-16,東京,芝,3000.0,良
7,5,6,ソルドラード,2016104874,セ8,60.0,五十嵐雄,1069,3:27.7,3,1-2-2-2,13.8,5.4,2.0,502(0),[東]蛯名正義,1191,202405030601,2024-06-16,東京,芝,3000.0,良
8,6,9,ルレーヴドゥリリ,2017103710,牝7,58.0,江田勇亮,1023,3:27.8,1/2,7-7-7-7,13.9,22.1,5.0,520(-2),[東]田中剛,1119,202405030601,2024-06-16,東京,芝,3000.0,良
9,5,7,マテンロウジョイ,2020106836,牡4,60.0,西谷誠,1005,3:27.9,3/4,2-1-1-1,13.9,35.4,9.0,466(+10),[西]四位洋文,1184,202405030601,2024-06-16,東京,芝,3000.0,良
10,4,5,アズマサクラエモン,2020101396,牡4,60.0,黒岩悠,1072,3:28.1,1,10-9-9-9,13.9,100.4,11.0,528(+14),[西]藤野健太,1200,202405030601,2024-06-16,東京,芝,3000.0,良
11,6,8,シャンドゥレール,2020103053,セ4,60.0,伴啓太,1149,3:28.5,2.1/2,11-11-10-9,13.9,31.5,7.0,502(-10),[東]国枝栄,399,202405030601,2024-06-16,東京,芝,3000.0,良
12,7,10,スペキュレーター,2019102792,牡5,60.0,中村将之,1101,3:29.9,8,9-9-10-11,14.0,268.7,13.0,492(-14),[東]伊藤伸一,1031,202405030601,2024-06-16,東京,芝,3000.0,良
中,7,11,ギャラクシーナイト,2019103586,牡5,60.0,金子光希,1052,,,,,104.0,12.0,512(-4),[東]菊沢隆徳,1115,202405030601,2024-06-16,東京,芝,3000.0,良
1,5,10,ビップチェイス,2021105763,牡3,57.0,江田照男,689,1:38.1,,5-4,37.1,138.7,8.0,466(-4),[東]田島俊明,1112,202405030602,2024-06-16,東京,ダート,1600.0,良
2,3,6,ヘインズポイント,2021105734,牡3,57.0,ルメール,5339,1:38.1,アタマ,4-4,37.1,2.8,2.0,540(+4),[東]高木登,1088,202405030602,2024-06-16,東京,ダート,1600.0,良
3,2,4,ミダース,2021105951,牡3,56.0,原優介,1184,1:38.3,1.1/4,2-1,37.6,2.1,1.0,506(-4),[東]栗田徹,1127,202405030602,2024-06-16,東京,ダート,1600.0,良
4,1,2,ダノンストラーダ,2021104763,牡3,57.0,オシェア,5663,1:38.5,1,1-2,37.8,4.9,3.0,510(0),[東]国枝栄,399,202405030602,2024-06-16,東京,ダート,1600.0,良
5,8,15,レボルシオン,2021103500,牡3,57.0,木幡育也,1167,1:38.9,2.1/2,11-10,37.1,64.1,7.0,512(0),[東]蛯名正義,1191,202405030602,2024-06-16,東京,ダート,1600.0,良
6,4,7,グランナヴィール,2021101779,牡3,57.0,石川裕紀,1150,1:39.2,1.3/4,9-8,37.5,161.8,9.0,534(+4),[東]堀内岳志,1189,202405030602,2024-06-16,東京,ダート,1600.0,良
7,6,12,クーデピンヌ,2021101317,牝3,55.0,柴田大知,1009,1:39.3,1,6-6,37.9,171.8,10.0,480(0),[東]和田雄二,1143,202405030602,2024-06-16,東京,ダート,1600.0,良
8,8,16,ブラボーキングダム,2021101403,牡3,57.0,田辺裕信,1075,1:39.3,アタマ,9-10,37.4,8.2,4.0,480(0),[東]村田一誠,1190,202405030602,2024-06-16,東京,ダート,1600.0,良
9,3,5,サンディビーチ,2021106443,牡3,57.0,北村宏司,1043,1:39.3,アタマ,3-3,38.5,63.9,6.0,470(+6),[東]伊藤大士,1109,202405030602,2024-06-16,東京,ダート,1600.0,良
10,4,8,ビロウィダダ,2021103243,牡3,57.0,杉原誠人,1135,1:39.8,2.1/2,6-6,38.4,217.7,13.0,472(-3),[東]西田雄一,1187,202405030602,2024-06-16,東京,ダート,1600.0,良
11,7,13,グラスフラッグ,2021106444,牡3,53.0,大江原比,1210,1:40.0,1.1/2,12-12,37.7,26.3,5.0,424(+16),[東]小笠倫弘,1076,202405030602,2024-06-16,東京,ダート,1600.0,良
12,6,11,アオイシン,2021104181,牡3,57.0,三浦皇成,1122,1:40.3,2,14-12,38.0,172.9,11.0,458(-8),[東]古賀慎明,1079,202405030602,2024-06-16,東京,ダート,1600.0,良
13,1,1,グランパープル,2021106099,牡3,54.0,石神深道,1209,1:40.6,2,12-12,38.2,225.2,14.0,506(0),[東]和田正一,1114,202405030602,2024-06-16,東京,ダート,1600.0,良
14,2,3,ヤマニンファロ,2021106596,牡3,57.0,木幡巧也,1162,1:41.2,3.1/2,8-8,39.5,194.1,12.0,490(0),[東]辻哲英,1182,202405030602,2024-06-16,東京,ダート,1600.0,良
15,5,9,クリスタルニクス,2021102974,牡3,57.0,伊藤工真,1119,1:41.2,アタマ,16-15,38.3,348.5,16.0,446(-4),[東]林徹,1163,202405030602,2024-06-16,東京,ダート,1600.0,良
16,7,14,ポーラスター,2021107232,牡3,56.0,横山琉人,1192,1:42.5,8,15-16,39.5,296.3,15.0,486(0),[東]鈴木伸尋,1026,202405030602,2024-06-16,東京,ダート,1600.0,良
1,6,12,オオタニサーン,2021110004,牡3,57.0,三浦皇成,1122,1:24.2,,2-2,36.9,4.2,2.0,512(+10),[東]堀宣行,1070,202405030603,2024-06-16,東京,ダート,1400.0,良
2,4,7,アメリカンランナー,2021110121,牡3,57.0,ルメール,5339,1:24.6,2.1/2,7-6,36.5,1.6,1.0,478(0),[東]戸田博文,1054,202405030603,2024-06-16,東京,ダート,1400.0,良
3,8,15,シーニックビュー,2021105229,牡3,57.0,団野大成,1180,1:24.7,クビ,4-3,37.0,34.9,6.0,512(+6),[東]加藤征弘,1059,202405030603,2024-06-16,東京,ダート,1400.0,良
4,4,8,トモジャシャトー,2021101041,牡3,57.0,菅原明良,1179,1:25.2,3,10-9,36.8,5.4,3.0,476(0),[東]小笠倫弘,1076,202405030603,2024-06-16,東京,ダート,1400.0,良
5,3,5,マクミランテソーロ,2021102276,牡3,57.0,柴田大知,1009,1:25.3,3/4,4-5,37.4,20.5,5.0,486(-4),[東]田中剛,1119,202405030603,2024-06-16,東京,ダート,1400.0,良
6,5,9,ライトニングゼウス,2021104058,牡3,57.0,木幡巧也,1162,1:25.8,3,6-6,37.8,64.8,8.0,504(0),[東]勢司和浩,1047,202405030603,2024-06-16,東京,ダート,1400.0,良
7,7,13,キングプロフィット,2021107012,牡3,54.0,石田拓郎,1203,1:25.9,アタマ,7-8,37.7,97.8,11.0,460(-8),[東]新開幸一,1116,202405030603,2024-06-16,東京,ダート,1400.0,良
8,8,16,レゴーラドーロ,2021106703,牡3,57.0,丸山元気,1127,1:26.0,3/4,14-14,36.5,103.9,12.0,422(+2),[東]小西一男,405,202405030603,2024-06-16,東京,ダート,1400.0,良
9,3,6,ルーフオブヘヴン,2021104874,牝3,55.0,武藤雅,1169,1:26.3,1.3/4,13-12,37.2,54.2,7.0,454(-6),[東]武藤善則,1064,202405030603,2024-06-16,東京,ダート,1400.0,良
10,5,10,ドンクロノス,2021101863,牡3,57.0,内田博幸,422,1:26.6,2,16-16,36.5,173.1,13.0,444(-2),[東]本間忍,1056,202405030603,2024-06-16,東京,ダート,1400.0,良
11,2,4,ミハタタテナシ,2021105331,牡3,54.0,石神深道,1209,1:26.6,クビ,12-12,37.5,241.6,15.0,510(+8),[東]岩戸孝樹,1051,202405030603,2024-06-16,東京,ダート,1400.0,良
12,2,3,クインタレッリ,2021102792,牡3,57.0,石橋脩,1077,1:26.7,クビ,15-14,37.2,478.3,16.0,494(-8),[東]尾形和幸,1141,202405030603,2024-06-16,東京,ダート,1400.0,良
13,6,11,ブライティアダイヤ,2021102468,牝3,55.0,岩田康誠,5203,1:26.8,1/2,3-3,39.1,18.3,4.0,466(+8),[東]稲垣幸雄,1167,202405030603,2024-06-16,東京,ダート,1400.0,良
14,7,14,スキーサンダー,2021101653,牝3,54.0,横山琉人,1192,1:26.8,アタマ,1-1,40.0,87.8,10.0,476(0),[東]辻哲英,1182,202405030603,2024-06-16,東京,ダート,1400.0,良
15,1,2,ビルカバンバ,2021100803,牡3,57.0,嶋田純次,1134,1:27.2,2.1/2,10-11,38.6,188.1,14.0,492(0),[東]大和田成,1124,202405030603,2024-06-16,東京,ダート,1400.0,良
16,1,1,ニシノヤングマン,2021101052,牡3,57.0,田辺裕信,1075,1:27.5,1.3/4,9-9,39.1,68.9,9.0,450(0),[東]村田一誠,1190,202405030603,2024-06-16,東京,ダート,1400.0,良
1,5,10,デファイ,2021104421,牝3,55.0,団野大成,1180,1:33.8,,8-8,33.8,6.1,4.0,454(+2),[東]斎藤誠,1086,202405030604,2024-06-16,東京,芝,1600.0,良
2,1,1,ロンフォン,2021105830,牝3,55.0,戸崎圭太,5386,1:33.9,1/2,5-6,34.2,3.5,1.0,428(-4),[東]久保田貴,1067,202405030604,2024-06-16,東京,芝,1600.0,良
3,8,16,アオイメルスイ,2021100574,牝3,55.0,杉原誠人,1135,1:33.9,クビ,5-6,34.2,6.8,5.0,424(-2),[東]伊藤大士,1109,202405030604,2024-06-16,東京,芝,1600.0,良
4,3,5,ホウオウシンデレラ,2021103533,牝3,55.0,丸田恭介,1117,1:34.0,1/2,3-4,34.6,5.0,3.0,464(+4),[東]奥村武,1145,202405030604,2024-06-16,東京,芝,1600.0,良
5,8,15,ウインアリス,2021106224,牝3,55.0,丸山元気,1127,1:34.0,アタマ,3-3,34.7,62.3,11.0,452(-8),[東]上原博之,423,202405030604,2024-06-16,東京,芝,1600.0,良
6,7,13,エイシンポリシー,2021102841,牝3,55.0,木幡巧也,1162,1:34.0,アタマ,2-2,34.9,203.7,12.0,468(+2),[東]勢司和浩,1047,202405030604,2024-06-16,東京,芝,1600.0,良
7,6,11,ヒャクモノガタリ,2021101450,牝3,55.0,田辺裕信,1075,1:34.5,3,11-11,34.3,10.6,6.0,422(-6),[東]尾関知人,1103,202405030604,2024-06-16,東京,芝,1600.0,良
8,5,9,サンセットビーチ,2021106331,牝3,55.0,三浦皇成,1122,1:34.8,1.3/4,5-5,35.3,43.0,8.0,428(-12),[東]稲垣幸雄,1167,202405030604,2024-06-16,東京,芝,1600.0,良
9,6,12,アルアーシャ,2021102194,牝3,55.0,菅原明良,1179,1:34.9,3/4,1-1,35.8,46.6,9.0,480(+14),[東]黒岩陽一,1133,202405030604,2024-06-16,東京,芝,1600.0,良
10,4,7,サダージ,2021100011,牝3,55.0,野中悠太,1158,1:35.0,クビ,8-8,35.1,46.9,10.0,434(+2),[東]池上昌和,1150,202405030604,2024-06-16,東京,芝,1600.0,良
11,3,6,ビーナオーカン,2021101866,牝3,55.0,宮崎北斗,1118,1:35.0,ハナ,13-14,34.5,233.1,13.0,442(-10),[東]中川公成,1081,202405030604,2024-06-16,東京,芝,1600.0,良
12,2,3,キャンディレイ,2021104845,牝3,55.0,石川裕紀,1150,1:35.0,ハナ,10-8,35.0,4.3,2.0,502(+24),[東]武市康男,1089,202405030604,2024-06-16,東京,芝,1600.0,良
13,7,14,ビューティーハニー,2021101014,牝3,55.0,嶋田純次,1134,1:35.1,1/2,14-12,34.7,355.1,16.0,386(+6),[東]伊坂重信,1177,202405030604,2024-06-16,東京,芝,1600.0,良
14,4,8,スパルティート,2021105697,牝3,55.0,オシェア,5663,1:35.6,3,16-15,34.5,23.0,7.0,442(0),[東]和田正一,1114,202405030604,2024-06-16,東京,芝,1600.0,良
15,1,2,ブリックスラヴ,2021106037,牝3,54.0,横山琉人,1192,1:35.7,1/2,15-15,34.7,337.0,15.0,410(-12),[東]斎藤誠,1086,202405030604,2024-06-16,東京,芝,1600.0,良
16,2,4,クィーンルーラー,2021101706,牝3,51.0,大江原比,1210,1:35.8,1/2,11-12,35.4,249.1,14.0,440(+10),[東]武市康男,1089,202405030604,2024-06-16,東京,芝,1600.0,良
1,7,9,プリティディーヴァ,2022110015,牝2,55.0,ルメール,5339,1:22.1,,2-2,34.5,1.6,1.0,458(0),[東]田中博康,1162,202405030605,2024-06-16,東京,芝,1400.0,良
2,8,11,ダノンブランニュー,2022105334,牡2,55.0,戸崎圭太,5386,1:22.2,クビ,3-3,34.4,3.4,2.0,484(0),[西]福永祐一,1203,202405030605,2024-06-16,東京,芝,1400.0,良
3,2,2,アンジュオスリール,2022100784,牝2,55.0,石川裕紀,1150,1:22.3,1/2,1-1,34.9,24.4,6.0,444(0),[東]和田正一,1114,202405030605,2024-06-16,東京,芝,1400.0,良
4,1,1,ツインピークス,2022104179,牝2,55.0,菅原明良,1179,1:23.0,4,8-9,34.5,15.3,4.0,452(0),[東]高木登,1088,202405030605,2024-06-16,東京,芝,1400.0,良
5,3,3,クニノハッピー,2022105990,牡2,55.0,内田博幸,422,1:23.1,1/2,8-7,34.8,41.8,8.0,468(0),[東]田中剛,1119,202405030605,2024-06-16,東京,芝,1400.0,良
6,4,4,バム,2022103327,牡2,55.0,岩部純二,726,1:23.4,2,3-3,35.6,87.1,10.0,438(0),[東]奥平雅士,1074,202405030605,2024-06-16,東京,芝,1400.0,良
7,6,7,ニシノリンダ,2022107203,牝2,54.0,原優介,1184,1:23.7,2,11-11,34.6,11.1,3.0,436(0),[東]青木孝文,1156,202405030605,2024-06-16,東京,芝,1400.0,良
8,8,12,ベルスバラード,2022100755,牝2,55.0,木幡巧也,1162,1:24.4,4,5-5,36.4,67.4,9.0,414(0),[東]牧光二,1106,202405030605,2024-06-16,東京,芝,1400.0,良
9,6,8,メロンパンマニア,2022102679,牡2,55.0,柴田大知,1009,1:24.5,クビ,5-5,36.4,17.9,5.0,472(0),[東]和田雄二,1143,202405030605,2024-06-16,東京,芝,1400.0,良
10,5,6,ブライトビギニング,2022105842,牡2,55.0,吉田豊,733,1:25.0,3,10-10,36.1,39.5,7.0,454(0),[東]戸田博文,1054,202405030605,2024-06-16,東京,芝,1400.0,良
11,5,5,ケイツーギルダー,2022100918,牡2,55.0,柴田善臣,641,1:25.7,4,5-7,37.5,119.2,11.0,496(0),[東]千葉直人,1199,202405030605,2024-06-16,東京,芝,1400.0,良
12,7,10,フロムザワールド,2022106334,牡2,55.0,丸田恭介,1117,1:26.3,4,12-11,37.1,175.5,12.0,450(0),[東]佐藤吉勝,1035,202405030605,2024-06-16,東京,芝,1400.0,良
1,7,14,ロードレイナード,2021100166,牡3,57.0,石川裕紀,1150,1:47.4,,4-4-2,34.3,12.4,4.0,458(+16),[東]斎藤誠,1086,202405030606,2024-06-16,東京,芝,1800.0,良
2,5,10,ヴォードノエル,2021105079,牝3,55.0,江田照男,689,1:47.5,1/2,1-1-1,34.8,21.7,8.0,444(-6),[東]村田一誠,1190,202405030606,2024-06-16,東京,芝,1800.0,良
3,5,9,マイファミリー,2021103345,牡3,57.0,菅原明良,1179,1:47.7,1,6-6-7,34.3,6.3,3.0,438(-2),[東]深山雅史,1174,202405030606,2024-06-16,東京,芝,1800.0,良
4,7,13,ルージュカエラ,2021104931,牝3,55.0,団野大成,1180,1:47.7,クビ,2-2-2,34.7,44.7,10.0,440(-6),[東]加藤征弘,1059,202405030606,2024-06-16,東京,芝,1800.0,良
5,2,3,クロシェットノエル,2021101068,牝3,55.0,武藤雅,1169,1:47.8,クビ,12-11-11,34.0,12.9,5.0,434(-14),[東]戸田博文,1054,202405030606,2024-06-16,東京,芝,1800.0,良
6,2,4,ラルンエベール,2021106681,牝3,54.0,原優介,1184,1:47.8,アタマ,11-11-11,34.1,31.4,9.0,424(+4),[東]田島俊明,1112,202405030606,2024-06-16,東京,芝,1800.0,良
7,6,11,イスタンテ,2021110115,牡3,57.0,岩田康誠,5203,1:47.9,1/2,9-9-8,34.4,17.9,7.0,508(0),[東]鹿戸雄一,1097,202405030606,2024-06-16,東京,芝,1800.0,良
8,8,15,ファストフィール,2021101001,牡3,57.0,田辺裕信,1075,1:48.0,1/2,6-6-5,34.8,88.6,13.0,482(+6),[東]菊川正達,1052,202405030606,2024-06-16,東京,芝,1800.0,良
9,3,5,ダイスアローリング,2021104861,牡3,57.0,北村宏司,1043,1:48.0,クビ,4-4-5,34.8,3.0,2.0,512(+2),[東]古賀慎明,1079,202405030606,2024-06-16,東京,芝,1800.0,良
10,1,1,キャリースピン,2021105483,牝3,55.0,ルメール,5339,1:48.1,クビ,12-11-11,34.4,2.9,1.0,462(0),[東]田中博康,1162,202405030606,2024-06-16,東京,芝,1800.0,良
11,1,2,ボナーテソーロ,2021106361,牡3,56.0,横山琉人,1192,1:48.3,1.1/4,8-8-8,34.8,83.0,12.0,464(+4),[東]畠山吉宏,1048,202405030606,2024-06-16,東京,芝,1800.0,良
12,3,6,キタノヒコボシ,2021101893,牡3,57.0,木幡巧也,1162,1:48.4,1/2,9-9-8,34.9,353.6,16.0,442(-2),[東]萱野浩二,1024,202405030606,2024-06-16,東京,芝,1800.0,良
13,4,7,リアルカイザー,2021100461,牡3,57.0,柴田善臣,641,1:48.7,1.3/4,15-15-14,34.7,211.2,14.0,482(-2),[東]松永康利,1093,202405030606,2024-06-16,東京,芝,1800.0,良
14,8,16,シュヴァルエレ,2021106405,牡3,57.0,吉田豊,733,1:48.7,クビ,16-15-16,34.5,16.6,6.0,510(-2),[東]的場均,1063,202405030606,2024-06-16,東京,芝,1800.0,良
15,6,12,コスモカンタータ,2021106783,牡3,57.0,柴田大知,1009,1:49.0,1.3/4,12-14-14,34.9,327.5,15.0,472(+20),[東]土田稔,417,202405030606,2024-06-16,東京,芝,1800.0,良
16,4,8,マジマックサラン,2021104604,牡3,54.0,石神深道,1209,1:49.0,ハナ,2-2-2,36.0,73.7,11.0,490(+6),[東]和田雄二,1143,202405030606,2024-06-16,東京,芝,1800.0,良
1,2,3,カフェニクス,2021103288,牝3,53.0,菅原明良,1179,1:24.2,,5-5,35.9,4.1,2.0,494(+14),[東]中舘英二,1153,202405030607,2024-06-16,東京,ダート,1400.0,良
2,7,13,ゼウスビスティー,2020100950,牡4,58.0,北村宏司,1043,1:24.3,3/4,3-3,36.2,6.5,4.0,482(-2),[東]小野次郎,1125,202405030607,2024-06-16,東京,ダート,1400.0,良
3,4,8,サンリコリス,2021101299,牝3,53.0,岩部純二,726,1:24.4,1/2,8-8,35.7,3.3,1.0,442(0),[東]萱野浩二,1024,202405030607,2024-06-16,東京,ダート,1400.0,良
4,5,10,オブシディアン,2020100307,牡4,58.0,武藤雅,1169,1:24.4,ハナ,9-9,35.5,37.6,9.0,520(-2),[東]武藤善則,1064,202405030607,2024-06-16,東京,ダート,1400.0,良
5,8,16,ショウナンハクウン,2020103670,牡4,58.0,岩田康誠,5203,1:24.8,2,2-2,37.0,15.1,7.0,510(+4),[東]大竹正博,1102,202405030607,2024-06-16,東京,ダート,1400.0,良
6,7,14,ベリーベリーベリー,2020104291,牝4,56.0,三浦皇成,1122,1:25.1,1.3/4,1-1,37.4,31.3,8.0,448(+8),[東]鈴木伸尋,1026,202405030607,2024-06-16,東京,ダート,1400.0,良
7,1,1,フォルクスリート,2021105571,牝3,52.0,原優介,1184,1:25.2,1/2,14-13,35.8,5.4,3.0,488(0),[東]矢野英一,1108,202405030607,2024-06-16,東京,ダート,1400.0,良
8,5,9,マンダリンボレロ,2020101655,牡4,58.0,江田照男,689,1:25.2,ハナ,12-9,36.3,52.8,12.0,494(-6),[東]伊藤伸一,1031,202405030607,2024-06-16,東京,ダート,1400.0,良
9,4,7,モネ,2019101749,牝5,56.0,石橋脩,1077,1:25.5,2,3-3,37.4,11.1,5.0,476(0),[東]牧光二,1106,202405030607,2024-06-16,東京,ダート,1400.0,良
10,3,5,ラジエル,2019105457,牝5,56.0,杉原誠人,1135,1:25.5,ハナ,9-9,36.6,74.7,13.0,444(0),[東]嘉藤貴行,1195,202405030607,2024-06-16,東京,ダート,1400.0,良
11,6,12,ボールドトップ,2020106472,牡4,57.0,横山琉人,1192,1:25.6,3/4,11-12,36.6,326.6,15.0,454(-2),[東]鈴木慎太,1179,202405030607,2024-06-16,東京,ダート,1400.0,良
12,1,2,ライブインステラ,2019104776,牝5,56.0,団野大成,1180,1:25.8,3/4,15-15,36.0,37.7,11.0,488(0),[東]小野次郎,1125,202405030607,2024-06-16,東京,ダート,1400.0,良
13,8,15,タイキバルドル,2020106817,牡4,58.0,木幡巧也,1162,1:25.9,3/4,12-13,36.5,280.9,14.0,482(+16),[東]勢司和浩,1047,202405030607,2024-06-16,東京,ダート,1400.0,良
14,6,11,マイフォーエバー,2021105193,牡3,55.0,田辺裕信,1075,1:26.0,クビ,5-5,37.8,14.7,6.0,488(+2),[東]矢野英一,1108,202405030607,2024-06-16,東京,ダート,1400.0,良
15,3,6,ジャーニーメモリー,2020104437,牡4,58.0,柴田大知,1009,1:26.4,2.1/2,7-7,37.9,378.9,16.0,462(0),[東]粕谷昌央,1096,202405030607,2024-06-16,東京,ダート,1400.0,良
16,2,4,マイショウチャン,2020102207,牡4,58.0,オシェア,5663,1:31.0,大,15-16,40.7,37.7,10.0,440(-6),[東]相沢郁,1020,202405030607,2024-06-16,東京,ダート,1400.0,良
1,4,5,アピーリングルック,2021104914,牝3,53.0,戸崎圭太,5386,1:36.5,,2-2,36.5,1.5,1.0,464(0),[東]辻哲英,1182,202405030608,2024-06-16,東京,ダート,1600.0,良
2,6,8,ゴールドアローン,2021106874,牝3,52.0,原優介,1184,1:37.2,4,11-10,36.2,3.0,2.0,450(+2),[東]青木孝文,1156,202405030608,2024-06-16,東京,ダート,1600.0,良
3,2,2,ローズパンラズナ,2021101407,牝3,53.0,三浦皇成,1122,1:37.4,1.1/2,11-10,36.4,28.1,5.0,436(+4),[東]鹿戸雄一,1097,202405030608,2024-06-16,東京,ダート,1600.0,良
4,5,7,アルドール,2021105707,牝3,53.0,石川裕紀,1150,1:38.0,3.1/2,5-4,37.5,8.7,3.0,486(-6),[東]手塚貴久,1038,202405030608,2024-06-16,東京,ダート,1600.0,良
5,7,11,ベルフィーヌ,2021104754,牝3,53.0,菅原明良,1179,1:38.3,2,7-4,37.8,24.8,4.0,520(+2),[東]堀内岳志,1189,202405030608,2024-06-16,東京,ダート,1600.0,良
6,4,4,シルバーニース,2020103221,牝4,56.0,岩田康誠,5203,1:38.4,3/4,8-8,37.6,86.8,7.0,462(+10),[東]田村康仁,1027,202405030608,2024-06-16,東京,ダート,1600.0,良
7,6,9,クインズカムイ,2020105325,牝4,56.0,団野大成,1180,1:38.5,クビ,8-8,37.7,35.4,6.0,476(-4),[東]加藤征弘,1059,202405030608,2024-06-16,東京,ダート,1600.0,良
8,5,6,ショーヴァロンス,2021103908,牝3,53.0,野中悠太,1158,1:38.8,1.3/4,13-13,37.2,99.0,8.0,448(0),[東]鈴木伸尋,1026,202405030608,2024-06-16,東京,ダート,1600.0,良
9,8,12,ラピダリア,2021100652,牝3,53.0,丸山元気,1127,1:38.8,クビ,3-2,38.7,133.7,9.0,440(-7),[西]吉田直弘,1101,202405030608,2024-06-16,東京,ダート,1600.0,良
10,7,10,クリノユキツバキ,2019102013,牝5,52.0,大江原比,1210,1:39.0,1,5-4,38.5,269.6,12.0,446(0),[東]天間昭一,1090,202405030608,2024-06-16,東京,ダート,1600.0,良
11,8,13,ナンヨーノサラ,2020103050,牝4,53.0,佐藤翔馬,1207,1:39.6,3.1/2,1-1,39.8,179.4,10.0,472(+18),[東]杉浦宏昭,1008,202405030608,2024-06-16,東京,ダート,1600.0,良
12,3,3,プチボヌール,2020102962,牝4,56.0,内田博幸,422,1:39.8,1.1/4,3-4,39.3,192.6,11.0,442(+2),[東]畠山吉宏,1048,202405030608,2024-06-16,東京,ダート,1600.0,良
13,1,1,ハーデンベルギア,2021103330,牝3,53.0,嶋田純次,1134,1:40.3,3,8-12,39.1,481.0,13.0,430(-2),[東]南田美知,437,202405030608,2024-06-16,東京,ダート,1600.0,良
1,5,5,ヘデントール,2021105521,牡3,54.0,ルメール,5339,2:26.9,,6-2-2-2,33.6,1.3,1.0,474(0),[東]木村哲也,1126,202405030609,2024-06-16,東京,芝,2400.0,良
2,6,6,タイセイフェリーク,2020103713,牝4,53.0,団野大成,1180,2:27.2,2,2-3-3-3,33.7,20.5,5.0,416(-6),[西]田中克典,1180,202405030609,2024-06-16,東京,芝,2400.0,良
3,7,7,オウケンボルト,2019103827,牡5,55.0,吉田豊,733,2:27.5,2,1-1-1-1,34.3,6.2,3.0,440(-4),[東]土田稔,417,202405030609,2024-06-16,東京,芝,2400.0,良
